zone_id,RMSE_BU,MAE_BU,MAPE_BU,sMAPE_BU,R2_BU,RMSE_TD,MAE_TD,MAPE_TD,sMAPE_TD,R2_TD,RMSE_Shrink,MAE_Shrink,MAPE_Shrink,sMAPE_Shrink,R2_Shrink
Z1,2.4215687933036327,0.4587006419630138,0.12065038089072333,0.12066565819482453,0.9998203123944863,187.93345379566637,51.81305743603429,11.301028874828917,22.602057749657835,-0.08226269618611415,82.3589808951025,22.696793709775033,4.950488703156248,6.339828376215922,0.7921517238078267
Z2,2.1352906974879344,0.43293522689582664,0.12051550128273747,0.12063935855948531,0.9998568838929108,185.4058495463483,50.167878309636095,10.687022900721143,21.374045801442286,-0.07899979548855152,80.98123488880105,21.90626647033337,4.666184220965093,5.970332653318532,0.7941535941258131
Z3,2.3744022532988236,0.4711689504920331,0.12130516116765871,0.12134413446334977,0.9998274265396297,188.2817236710592,52.736154731893066,11.450381679342929,22.900763358685857,-0.08512994167919108,82.42617273357381,23.084986695386753,5.01218450832123,6.417427196905436,0.7920323972483707
Z4,2.833753280199315,0.6098265281401873,0.15405456460511976,0.15402411393740761,0.9998016335130387,211.6394194527222,65.64922650114772,13.723863259157593,27.447726518315186,-0.10646416624406108,92.13993851396943,28.57493622545221,5.972899301514575,7.63547604054052,0.7902798949320715
Z5,2.01648095456174,0.3589986335236672,0.10007734430122676,0.09999392198772802,0.9998361580950644,162.8228864671472,41.15207778664357,9.392631928272097,18.785263856544194,-0.0682370550386997,71.76581602024365,18.131040673695285,4.1353381899689845,5.30341177186669,0.7924742488283042
Z6,2.600267544670699,0.5604853353821575,0.148520767388018,0.14854670312771337,0.9998252752593312,206.55395777746693,62.98530152855928,13.657484234926715,27.31496846985343,-0.10251720552742039,90.52436352832915,27.595503397559405,5.97796848025243,7.653944240453184,0.7882373837647069
Z7,3.448293813313154,0.8364518730938091,0.20349430200090574,0.20384628029873883,0.9997872448820672,253.94621881265417,92.73296437690523,18.918021905006405,37.83604381001281,-0.15386497695992962,110.3298817611036,40.28812558224981,8.216493267537448,10.497358115675697,0.7822000400208914
Z8,1.904379017299984,0.38692826577464956,0.11301803904503291,0.11293506202506533,0.9998759836418745,177.67167230891002,48.20609276644995,10.869565217346794,21.73913043469359,-0.07946503199494614,78.19493042241966,21.210769006934832,4.778112366879629,6.124949959111028,0.7909118628462461
